content,score,sentimen
Itu metode pembayarannya liat dimana ada yg cod apa engga sihh katanya free ongkir tapi aku liat ada onggkir nya mahal banget ongkir nya,2,0
"Terpaksa saya uninstal....susah masukin alamat......emang semua alamat di indonesia mampu di deteksi akurat pakai gps,.......lagi untuk ke2 kalinya reedem egift Tokopedia susah minta ampun....kecewa",1,0
Dasar penipu ne aplikasi.. dapat diskon vocer setelah di ckout dan di bayar malah dibatalkan oleh sistem.. uangnya juga ga dkembalikan lagi.. nyesel pakai ini.. sangat ga amanah.,1,0
Pengirimanya parah🤣,2,0
Donlod cuman main dapet gems gratis 😂 (growtopia),1,0
"Aplikasi ecek2, php. Sdh mau pembayaran ditawari lbh hemat pakai promo. Kita pilih voucher diskon 75rb & bayar, sukses. Eh gak lama dibatalin sistem katanya melanggar ketentuan. Lah melanggar apaan coba? Klo gak jadi kasi voucher kenapa ditawarin trs bs dipakai pula. Apa2an ini huhhh 😤",1,0
"Lebih baik berhenti menggunakan tokopedia. Belanja tidak aman. Paket saya di bongkar. Tpi dana tidak kunjung di kembalikan oleh pihak tokopedia. Padahal sudah menggunakan asuransi. Bukti juga ada berupa video dan foto. Tpi tidak ada kejelasan dri tokopedia dan dana sudah dua minggu tidak di kembalikan. Bener"" kecewa merasa di tipu sama tokopedia",1,0
"Saya tidak menerima cashback seperti yg di promosikan,, takutnya kalo belanja lg ga dapet lagi..pake yg Apl yg lain dulu",3,0
"Aplikasi ga jelas dlu saya kira paling bagus dibanding toko online lainnya.selalu saja harus uninstal karena aplikasi ga bisa masuk dan hrus instal lagi padahal lagi ngincer barang flash sale. Oh iya sama tgl 21 mei ada barang masker flash sale lumayan murah di jam 15.00 dan 18.00 saya tunggu di jam 15.00 saya buka ada tulisan saya kurang lebih seperti ini : "" Waduh tujuan kamu ga ada! mungkin kamu salah jalan/alamat. Ayo balik sebelum gelap."" Itu maksudnya apa coba. Dan yg jam 18.00 juga",1,0
"Kenapa isi saldo grabdriver error?,?",1,0
Aneh,1,0
"Terpaksa saya kurangi bintang agak banyak. Sistem pengiriman instan yg ditetapkan ternyata tetap tidak instan, waktu tenggang proses untuk seller terlalu lama, apa gunanya opsi pengiriman via kurir instan tp barang sampai 3 hari setelah order, mohon diperbaiki sistem supaya pembeli tidak dirugikan oleh penjual yg tidak menepati janji pengiriman",2,0
Kok sy mdg bisa nulis ulasan di top up transaksi prakerja.,2,0
Iklan ampas,1,0
Tombol di atas sangat menyusahkan,1,0
"Entahlah, baru pertama belanja di tokopedia udah di bikin kecewa, aku kira bakalan lebih bagus dari toko sebelah, eh ternyata malah lebih mengecewakan",1,0
aplikasi tll,1,0
"halo tokopedia, kalo mau pengaduan masalah terkait pemecahan masalah saya tidak diberikan pemecahan yang tepat kemana, masalahnya printer yg saya beli rusak dan diminta foto cartridge yg tersegel, tidak mungkin mengecek printer tanpa membuka segel cartidge jd wajib buka segel cartridgenya dulu dan untuk ongkir beli dan retur semua di tanggung pembeli ya? tolobg jawab disini bukan diberi link seperti sebelumnya, ketika dibuka tidak ada yg tepat, terima kasih",1,0
Pengiriman yang sangat buruk dan pertanggungjawaban nya gak ada,1,0
Saya tdk mengetahui kalo saya akan mendapatkan hadiah,2,0
UNTUK MANAGEMENT PRA KERJA ATAU WARTAWAN TOLONG DILIPUT KERJA TOKOPEDIA UNTUK PROGRAM DARI PAK PRESIDEN MEREKA CUMA MAU UANG AJA!!!! MEREKA GA BECUS CS DICHAT JAWABAN KAYA KONTOL SEMUA BANGSAT. YANG GEL BELUM BELI KELAS JANGAN DI TOKOPEDIA INTINYA TOKOPEDIA ITU CUMA KORUPSI UANG NEGARA BANGSAT !!! PLATFORM YANG KATANYA BAGUS TAUNYA 0 BESAR HAHAHAHAHA. #SALAMJAWABANBOTMESSAGE BABI HAHA,1,0
"Ok, tolong serfitikan saya udah 5 hari nunggu tolong dipidshkan ke dasboard nya",3,0
Saya kasih bintang 1 dulu karena saya mau tanya apakah apk tokopedia itu bisa liat behind the scene nct tahun kemarin di Tokopedia play tolong direspon,1,0
Buruk ni aplikasi.sya pesan barang estimasi 2 sampai 4 hari.uda seminggu belum nyampe juga.mana ongkir nya mahal.beda dengan aplikasi sebelah.sy cek terbenam di pengangkutan sudah 3 hari.soalnya barang electronik.,1,0
Mantul,2,0
bohong aja,1,0
Selalu error sudah brapa kali hpus data pasang apk juga ttep ajh error maaf bintang d kurangin,1,0
Apk apaan nih,1,0
Koneksi langsung terputus saat buka aplikasi ini. Padahal untuk buka aplikasi belanja lain lancar saja,1,0
produk yang ditampilkan terbatas proses verifikasi umur sering koneksi terputus ada notifikasi ada masalah di homepage tokopedia aduh,1,0
"Ka...saya seller...ini kok atur pengirimannya gk bisa yah kalo tiap produk beda..soalnya kayak frozen food, atau yg cepat basi kan gak bisa pakai jasa pengiriman yg berhari hari....kok bingungin deh skrng tokped. Kalau udah ada penjelasan baru gnti bintang.",2,0
Akun ku di hek 😟,1,0
sangat memuaskan,3,0
Kurang menarik banget....,1,0
Ngomong aja cintai produk indonesia jualan ikan cupang aja dihapusin parah,1,0
ah paling juga bohong kalao mau ngasih haduah atao uang langsung trasfer ke akun dana aja ..,1,0
"Njirr , knpa akun tokped gw ga bisa d tambah wishlist trs brang yg udh d wishlist'a jga pda ilang ?",2,0
Kurir lelet. Pengiriman paket jauh melebihi waktu estimasi.,1,0
Bagus tapi ini fitur memberi pesan kepada penjual gak ada lagi terus ini pilih warna gak ada,3,0
Blm,3,0
SangatPuas,1,0
"Ongkir mahall, masih kalah sama shopee,,belajar sama shopee kak biar mantap ongkirnya supaya customer tertarik",1,0
"Saya Tidak Bisa tukar tambah menggunakan metode bayar dilink aja, menggunakan Indomaret pun sama",1,0
koQ tak bisa COD??? Lazada saja bisa KoQ,1,0
Banyak bohongnya nggak sesuai iklannya,1,0
kenapa untuk pembayaran cicilan kredit plus aplikasinya muter2 terus. udh beberapa hari,1,0
Diskon oh diskon,1,0
Baik,3,0
Bgst,1,0
Kalau mau tukar tokopoin jadi kupon harus melengkapi profil dulu. Profil saya lengkap 90% apa lg yang harus di tambah sih ??? Dan pas mau buka profil gak bisa,1,0
Aplikasi burik banget iklan sapek hape orang rusak,1,0
"Data saya sudah diretas, tolong berikan kami akses penghapusan akun..",1,0
"Sertifikat sudah muncul, tapi belum masuk2 ke dashbord prakerja. Hmmmmmm",3,0
"Lemess yaampunnn cashback 300rb ga di kasi Tokopedia, kecewa sumpah, ga akan belanja di tokopedia lagi, lemess bgttt, itutu uangny lumayan bgt 😔",1,0
Saya tidak mengerti bagai mna cara nya.,1,0
"Utk pengguna cc lebih hati2 belanja d tokped. Sy korbannya. Pilihannya apa yg tertagih apa, udh coba bikin laporan mana sulit lapornya, udah gitu d suruh nunggu 14 hari tidak termasuk hari kerja, sy bahkan sudah nunggu lbh dari 19 hari. Tp belum ada perubahan. Thx tokped",1,0
ulasan mencari yg lebih bik saya hanya sebagai ibu rumah ajah,2,0
Saya coba dlu ea,3,0
Saya sudah melampirkan invoice pembelian dengan mencrin shot kepada tim tokopedia. Tolong bantuan nya tim tokopedia Terima kasih,3,0
Baru pertama kali ini,1,0
Kemahalan biasanya di sopi murah ini mahal,1,0
X jju rd😎🏦🏦😍,3,0
"Iklan spam,jd ilfeel duluan",1,0
Kenapa jadi tidak bisa bayar pake kredivo ya,1,0
Jv. Jg. Okuk i tyii,3,0
Aduh gimana ini saya pesan sepeda dari tanggal 21 agustus ampe sekarang malah di batalin sama pihak toko nya sedang kan saya udh transfer urng sebesar 720 rbu..gimana nh uang saya bisa di kembalikan ga..,1,0
Apk apaain ini masak saya tukar tambah di apk ini dengan hp saya yang iphone 8+ di hargai cuma 1 jt padahal ak beli 7jt baru 1 hari pakai fullset lg apk taek bikin rugi orang,1,0
Mau ganti nomor yang sudah hilang ribet sekali. Pas sudah lengkapin formulir GAGAL! Padahal akun milik sendiri.,3,0
Kekurangan tokopedia paling parah di jaringan. Masa ya di tetangga lancar buka produk2 sampe ke pembayaran. Waktu di tokped koneksi bermasalah terus. Padahal jaringan 4G dan bagus. Buka2 yang lain juga lancar.,3,0
Wow banget Tokopedia,3,0
"T dauz ##, 03633.99`3 3",1,0
Bagaimana cara memberi ulasan skill academy dari tokped...kok gak di histori pembelian 🙄🙄🙄,2,0
"Kupon promo udah di set sesuai instruksi. Udah nunggu hari nya. Pas mau di pakai kata nya hanya bisa dilakukan di apk android atau ios. Lah kan ini emang di aplikasi. Udah di update malah. Boro boro sampai kupon 800rb, di pake aja kaga bisa.",1,0
Sayangnya tdk bsa cod,1,0
"Apk apaan ini mahal² semua, kata nya gratis ongkir tpi mangkin mahal aja ongkir nya",1,0
Udh 20x lgi nonto ke sni mulu gk jelas iklanya,1,0
"PAYAAH... Setelah update udah gak ada lagi filter pencarian hp bekas, filternya cuma OS hp, official store, 4 bintang ke atas, dan diskon. Balikin lg dong filter pencarian hp yang kmren2, biar gampang explore hp bekasnya...",1,0
"Sering banget minta update ni aplikasi, harus nya fitur di kembangkan lebih baik lagi kedepan nya..",3,0
"parah... login aja susah,",1,0
Bagus bangat tokopedia bebas ongkir,1,0
Baru bergabung jadi blm bisa kasih bintang 5,3,0
Apakah bisa pinjam dana..saya lagi kepepet nih butuh bgt dana,1,0
"order produk, ternyata produk abis, nunggu berminggu-minggu akhirnya di cancel, gapapa cancel tapi ongkir awalnya 30 rb yg jadi 10 rb (karena voucher) kok 10rbnya ga dikembalikan dan sama tokopedia di close case, ga paham juga cara menjangkau tim tokpednya karna pilihannya gatau,official storenya bantu hubungi tokped dan chatnya di respon sama tokped, tapi ga ada perubahan terkait ongkir itu, ga balik juga, untung cuma 10 rb,cukup kecewa setelah baru aja pakai tokped lagi orderannya gagal begini",3,0
Tnf un,2,0
Penjual nya bagus2.. Cuma tokped nya bolak balik update... Ga penting banget buang2 kouta,1,0
Kacau... Mesen di aplikasi ini slalu proses pengiriman nya bermasalah Harus nunggu lama untuk sampai tujuan,1,0
"Saya beli latihan prakerja lewat Binus center Tokopedia 1 bulan yang lalu...tetapi saya kecewa sudah mendapatkan sertifikat pada tanggal 21 September 2020, sampai sekarang belum muncul didasboard prakerja",2,0
kak saya dapat vocher belanja dari tanggo bener apa hoax ???,3,0
"Klo pesan barang ga sampai"" itu bisa di cancel ga ? Saya pke tokped dri dlu, cuma Bru kali ini beli barang blum sampai"" dri tgl 4 ? Trahir status pengiriman tgl 9 nah smpe skrng itu blum ada status nya lagi, nanya ke toko nya mlah di suru sabar -,-",1,0
Terima kaseh,2,0
Pelayanan kurang,2,0
Toko yg berjualan kurang banyak. Dan sedikit sekali ada penilaian dari konsumen.,3,0
Apa aplikasi ada hp yang cicilan kalo ada entar aq tambai bintang lagi,2,0
"lelet banget , kembalikan PLATFORM skill academy seperti semula tanpa kendala, banyak yang pake bukanya naikin kualitasnya ini semakin down ,walaupun sekedar bantuan tolong layani kami dengan baik,kami juga bayar ,situasi lagi susah bukan nya permudah ,, thank,, coba di dengar jangan membisu terus",3,0
Tes dlu nanti di tambahin *****,3,0
Hallo tokopedia kenapa saya tidak bisa melakukan pembayaran,1,0
Ini kok pembayaran via OVO gagal gk bisa??? Gimana ini saya mau beli pake saldo OVO kok gak bisa padahal saldo full gak kurang tapi kok enggak bisa,1,0
"Kontoooollll ,,,balekkan saldoku anjeng. Kalo ga bisa beli di tempat kau jgn kau bilang aku penipu. Babiiiiii. Saldoku balekkan. Jgn kau bekukan. Pukimak",1,0
Jelekkk banget saya kecewa dengan tokopedia ini...barang selalu tidak sesuai...JANGAN BELI DI TOKOPEDIA......NYESEL NTAR,1,0
Gajebo,1,0
Tidak ada opsi COD,1,0
Tgadulu,3,0
Percobaan dulu,3,0
"kl ada bintang 0,5",1,0
Udah kena 10.000 kena lagi 20.000! Orng ongkirnya cmn 10000. Pemerasan! Payah!,1,0
"Saya kecewa banget, pembelian pertama karena bbw bazar di tokped aja, pas aku pesen buku udah bayar juga dan pake diskon tokped untuk pengguna baru terus pas saya udh bayar malah langsung dibatalkan otomatis dari pihak tokped nya, saya kira asalnya gara2 buku nya habis, tp temen saya juga kayak gitu, pesenan dibatalkan otomatis pas udah bayar.. penipuan ini namanya, pake embel2 diskon gede2an.. buku yang saya incer keburu abis beneran gara2 diskon hoax tokped ..",1,0
"Aplikasi🐱masak aku mau bayar pake ovo (udah masukin kode 6 digit nya, tapi masih gk bisa)mana gk bisa COD lagi🐷",1,0
Napa sihhh gua mau download game selalu ada. Iniii,1,0
Untuk kenyamanan dalam berbelanja online sih enak. Tapi ada beberapa maslah yg Saya alami. Contoh nya. Saat pembatalan pembelian barang. Kadang saldo nya sampai kadang tidak. Dan saat ini saldo nya sampai. Tapi Kenapa tidak bisa di gunakan? Mohon penjelasan nya,2,0
"Pertama kali nyoba belanja di tokopedia, tiba tiba dibatalin sama tokpednya padahal ga ada indikasi kecurangan Ngasih voc pengguna baru giliran dipake malah dibatalin ordernya dan vocnya ga balik kek sebelah 👎",1,0
"Aplikasi penipu, uang disetor tapi barang tidak diterima dibilang sudah diterima, tidak bertanggung jawab terhadap konsumen 💩💩💩💀☠️👻👽👹👺🤖",1,0
"Yah Kenapa tampilannya jadi susah gini, enak dulu navigasinya dibagian bawha besar besar. sekarang jadi ribet ahhhhhhhhhh",1,0
"Gua tanya 10 temen gua tokopedia pake nya pusing penempatan icon , menu2 pilihan, nya pusing, ganti seperti shopee simpel, tokopedia lier menu2 na",1,0
udah di update tetep gak bisa masuk. alasan harus di update & saya gak tau versi beta itu yang bagaimana.....?????,1,0
Saya kasih 3 dulu bintangnya,3,0
Kecewa sangat beli kelas di Tokopedia'. Da hampir 1 bulan saya selesai mengerjakan kelas' sudah dapat sertificate' sudah ngasi ulasan'. Tp insentife saya di dasboar prakerja tak kunjung muncul'. Di hubungi Tokopedia care tp ga ada solusi'. Tobot aja yg jawab'. Nyesel saya. Payan,1,0
Hayu gasjen,1,0
Suka sekali dgn app tokped...Bonus dan promonya banyak ;) # review tahun 2016 Aplilasi sudah gak berguna buat kalangan menengah ke bawah. Isi diskonan skrg disuruh bayar pake metode bank dikasih waktu 3 menit. Lewat indomaret tidak bisa. Yok pindah ke tetangga satunnya murah meriah...shopee #review tahun 2020 Bintang = tahun 2016 bintang 5 Tahun 2020 bintang satu ya,1,0
"Kenapa email sy yg lama dikunci ?? Sy belanja banyak di tk pedia tp sy ga dpt apa2, setiap beli 1 brg + ongkir, sy beli 20 brg + 20 ongkir ? Mana gratis ongkirnya ? Sy baru download apk tk pedia tp email sy yg lama dikunci tdk bs digunakan pdhal di email sy msh ada saldo dr barang yg tdk dikirim, cicilan emas tp sy tdk bs menggunakannya krn email sy dikunci/ditutup. Kemarin sy beli 5 brg & sdh dibayar via alfa tp skrg sy mau lacak & membuka tk pedia aja tdk bisa alasannya jaringan internetnya",1,0
Ini tokped nya kenapa ya. Kok setiap saya buka tokped selalu bermasalah terus ada tulisan koneksi terputus padahal jaringan saya baik baik aja saya buka apk apapun nggak ada masalah. Tolong dong di perbaiki kalok udah baik baru says kasih bintang 5,1,0
Gini yaa pak/Bu mohon maaf sebelumnya bisa gak tautan otomatis app ini dihilangkan dari browser karna mengganggu sekali 👌 makasih K****L,1,0
Ini gimana ya tokopedia ngga ada fitur bayar di tepat apa ya aku mo bayar ke atm jauh banget soalnya tolong ya segera adakan fitur bayar di tempatnya biar ga ribet!,2,0
"Lama² aplikasi tambah berat ,asu",1,0
"vocer PLN disc 50rb, eh di pakai ternyata vocer disc hingga 50rb. kecewa",1,0
Cukup bagus,3,0
Saya sebagai seller bingung kena pinalty karena perfoma saya turun trus .. Sedang agar meningkat perfoma harus mempercepat watu proses pesanan .. Sedangkan lapak saya lapak custom.. dan perlu waktu/pre order beberapa hari baru bisa kirim .. gmn solusi nya ??,2,0
1 bintang dulu ya Bosqu,1,0
"sepertinya bagus, karena masih banyak promo apalagi untuk pengguna baru. semoga tidak mengecewakan kedepan nya",3,0
Sy membeli brg d shopee dan belanja sy d cancel sm penjual... Dana sy ga balik,1,0
"Kenapa keranjang nya gk bisa di buka,, ganguan terus,, aneh",2,0
Coba dlu,2,0
Nanti saya ganti 5 bintang kalo proses sertifak prakerja cepet.,1,0
"Tolong untuk segera direspon, saya sudah menyelesaikan pelatihan pada tanggal 24 agustus 2020 di platform tokopedia dan skill academy, tetapi sampai hari ini sertifikat belum muncul di dashboard kartu prakerja. mohon segera diproses secepatnya. karena sudah 9 hari saya belum mendapatkan sertifikatnya.",2,0
"Menyesal membeli pelatihan Prakerja di Tokopedia, sudah memberikan ulasan tapi tetap terbaca bum memberikam ulasan, tolong jangan menyusakan orang yang sudah percaya dengan tokopedia",1,0
mengapa sekarang jadi ribet,2,0
hemmmm,3,0
Tokopedia penipu. Saya tidak dapat cashback. Dengan alasan menggunakan lebih dari satu akun. Padahal saya hanya pake 1 akun. Bilang aja ga mau kasih cashback. Tolong bales di tokopedia care,1,0
Ga tau blm download,1,0
Saldo prioritasnya tdak benerr... parah 300rb di tarik sendiri padahal tdak di aktifkan saldonya...,1,0
"Ini halaman saldo dan riwayat transaksi, mau sampai kapan begitu terus, tolong donk diperbaiki.",1,0
"Daftar transaksi error, woiii....",1,0
Sangat kecewa dgan penjual dan toko pediany tdk ada pertanggung jawabanya saat kita komplain dgan pembelian harga mahal tdak ada tanggapannya dngan complaian coustamernya,1,0
Ghhh,3,0
"Tokopedia tolong diperbaiki lagi sistemnya. Terus terang saya kecewa dengan Tokopedia Beberapa hari yang lalu saya membeli pelatihan di Tokopedia, tapi sudah beberapa hari Code untuk masuk ke pelatihan tidak dikirim sampai saat ini Sedangkan saldo di dashboard sdh berkurang. Malah status transaksinya tertera tulisan ""dibatalkan"". Sudah menghubungi beberapa pihak dilempar kesana kemari.. Sdh saya coba juga kirim email, PM dan FB Ndak ada tanggapan sama sekali..",1,0
ini knp lama banget donglot nya padahal jaringan ok terus paketan masih banyak,1,0
Bagus,3,0
Mudah dan sangat membantu,3,0
Cukup,3,0
Kenapa ya waktu mau tukar tambah gak bisa ngelewatin gesek layar?,3,0
Tidak dapat mengetahui toko apa saja yang telah kita follow.. itu membuat kita susah untuk belanja di toko yang kita cari,1,0
parahhhhhh,1,0
Bagus,3,0
Reapon nya lama untuk komfermasi nya.dan penarikan saldo ke no rek lambat dari jm 11 mlm sampai sekarang blm balik dana ke no rek saya.payah,1,0
"saya sering gagal belanja di sini, semoga yg ini berhasil,",1,0
"pengiriman barang yg super lama sampai 23 hari. Hati hati kalau membeli online, lihat platform yg kualitasnya baik.",1,0
Kasi 🌟 🌟 2 dulu ya,2,0
vocher toko yg udah dibuat ga mau tampil. Tlg dibenahi..,2,0
Pemula aja blm dikonfirmasi pesanan udah mau 1 minggu,2,0
Apakah akun kami akan baik baik saja kan sekarang ad isu tentang hacker yg telah membobol tokopedia,2,0
Gp,1,0
Mending LAZADA!!! Bagi yg mau tidak menyesali transaksinya maka pilih Lazada saja karena lebih banyak yg bisa COD,1,0
"Harusnya ada Log in via WhatsApp biar memudahkan costumer kalo via sms bermasalah, saya sampai 3 jam nunggu kode otp tapi gk msuk2 smsnya, bad system tidak mengukuti zaman yg serba internet",1,0
