content,score,sentimen,content_clean
"Sangat lambat dalam kinerja tokopedia ,saya pelatihan di skill academy sudah dari tanggal 28 agustus sudah selesai pelatihan nya ,dan sampe saat ini belum muncul di sertifikat di dashboar prakerja nya dan akhir nya jadi terkendala untuk insentif prakerja nya. Di platform sebelah malah lebih cepet muncul sertifikat di dashboard prakerja nya. Jika nanti sudah muncul di dashboard prakerja sertifikat nya ,saya akan rubah lagi rating nya. Terima kasih",1,0,lambat kerja tokopedia latih skill academy tanggal agustus selesai latih muncul sertifikat dashboar prakerja kendala insentif prakerja platform belah cepat muncul sertifikat dashboard prakerja muncul dashboard prakerja sertifikat ubah rating terima kasih
Aplikasi setan iklan muncul terus babi,1,0,aplikasi setan iklan muncul babi
tai lah .. gara2 lupa ngasih ulasan jadi lama cairnya,1,0,tai gara lupa ulas cair
"Pembayaran syaa di batalkan padahal GK ada tuh masalah""... waktu nya juga GK terlambat waktu untuk membayar ny",1,0,bayar batal lambat bayar
"Apaan ini, beberapa kali saya transaksi tapi pesenan saya batal terus...",1,0,transaksi pesan batal
Tolong dong sertifikat prakerja cepat di proses agar muncul di dashboard lama banget saya sudah menunggu sebih dari 1 minggu,1,0,sertifikat prakerja cepat proses muncul dashboard banget tunggu sebih minggu
Aplikasi gak berguna wooyyy keluarin sertifikat prakerja orang. Gila ya lambat banget lelet Sibuk ngurusin acaranya sendiri. Sampe sertifikat orang ditunda gak ada kejelasan pula gimana2 nya Gak berguna nih aplikasi,1,0,aplikasi guna wooyyy keluar sertifikat prakerja orang gila lambat banget lelet sibuk ngurusin acara sertifikat orang tunda jelas gimana guna aplikasi
Sangat membantu untuk belanja online,2,0,bantu belanja online
Zl kok jadi,3,0,zl
"agak merepotkan belanja pertama di toped, pesanan pertama dibatalkan otomatis dan saldo berkurang...untung checkout yg kedua berhasil, mudah2an belanja berikutnya lebih nyaman",3,0,repot belanja tokopedia pesan batal otomatis saldo kurang untung checkout hasil mudah belanja nyaman
Blm coba JD ksh 1 dulu,1,0,coba kasih
Kenapa di toko pedia banyak toko2 fiktif ya? Saya sebagai driver gojek merasa di rugikan setiap dapat orderan gosend dari toko pedia. Sudah sampai di alamat pengambilan barang tetapi tokonya tidak ada. Malah yang punya toko chat lewat sms kalau suruh jalanin saja.itu yg order pemilik tokonya sendiri. Tolong dong pihak toko pedia agar memberantas toko2 fiktif .,1,0,tokopedia toko fiktif driver gojek rugi order gosend tokopedia alamat ambil barang toko toko chat sms suruh jalanin order milik toko tokopedia berantas toko fiktif
"Gak usa pake sponsor barang dah,gw mau download video kek apa kek,mesti tiba tiba masuk ke playstore,muncul tokopedia.jan ganggu dong",1,0,usa pakai sponsor barang download video masuk playstore muncul tokopedia ganggu
Parah bener pesanan dari tanggal 03 desember 2020 ampe sekarang msh blm dipick up mohon pihak toped memperhatikan itu,1,0,parah pesan tanggal desember dipick up mohon tokopedia perhati
Gw klik link bola kenapa muncul lu anjing buat apa gw download lu udh ada shopee,1,0,klik link bola muncul anjing download shopee
Tokopedia aplikasi paling ngeselin tiap w pen ke link pasti aja di arahin ke tokopedia Sampah dah Dan Ini aplikasi nya gk bagus,1,0,tokopedia aplikasi kesal link arahin tokopedia sampah aplikasi bagus
Buruk bet,1,0,buruk bet
Aplikasi ny jd lemot bgt ya,2,0,aplikasi lot banget
Good,3,0,good
Pelayanan yang baik,3,0,layan
Kenapa tokopedia nggak bisa COD kan nggak bisa keluar rumah buat bayar nya,1,0,tokopedia cod rumah bayar
Apa di tokopedia bisa bayar di tempat (COD) ...,3,0,tokopedia bayar cod
Ok,1,0,
Min kenapa sertifikat prakerja saya belum muncul?,3,0,sertifikat prakerja muncul
Stlh diupdate toped ga bisa dipakai,1,0,diupdate tokopedia pakai
krna apa bila ad komplain2 barang kok g ad respon sma skali y dri pihak toko dan tokopedia nya. Dan kurang pengawasan thd toko2 nakal.,3,0,komplain barang respon toko tokopedia awas thd toko nakal
"aneh tokped ,bulan kemarin sy cek tukar tambah hp di tokped masih bisadi hargai hp sy Rp.1 jt sekarang sy coba lagi keterangnya ""Hp anda tidak memenuhi syarat"" kecewa dah.entah apa yang salahnya,mungkin tokped sudah mulai aktif ya Bun...",2,0,aneh tokopedia kemarin cek tukar hp tokopedia bisadi harga hp juta coba terang hp penuh syarat kecewa salah tokopedia aktif bun
Gimana cara mendapatkan hadiahnya...,1,0,gimana hadiah
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,0,
Asuransi? Harus kah?,1,0,asuransi
Susah,1,0,susah
"Tagihan nya di buat keliatan dong, kaya Bukalapak langsung terlihat dan ngga ngilang, di sini tagihan ngilang gajelas, invoice nya mana",3,0,tagih kaya bukalapak langsung ngilang tagih ngilang invoice
Mantap,3,0,mantap
Belanja di tokped ongkir mahal nya enak di toko sebelah murah wkwkwk,2,0,belanja tokopedia ongkir mahal enak toko belah murah
saya udah instal kok waktu masuk langsung keluar lagii kenapaa yaa??????,2,0,install masuk langsung kenapaa
Kerja sama dengan toko/feeder yang ga jujur.,1,0,kerja toko feeder jujur
"Kenapa buat download fitur aja kagak bisa"". Buruk amat pelayanan Tokped sekarang",2,0,download fitur buruk layan tokopedia
A Aku Aku v*,3,0,
Masa apknya di instal gkkk bisa😐😈😈😠,1,0,aplikasi install gkkk
Aku kasih bintang tiga,3,0,kasih bintang
Tiap abis update slalu lemot...👎,2,0,habis update lot
"Aku blm pernah mencobanx,aku beri ranting dua dlu",2,0,mencobanx ranting
udah belanja di batalin sepihak,1,0,belanja batal
Uinstal aj,1,0,uinstal
Jarang ada promo dan potongan gratis ongkir.,3,0,jarang promo potong gratis ongkir
"Trx pertama tidak dapat promo, sudah komplain dan disetujui, tapi promo pengguna pertamanya tidak balik lagi. Tokopedia sangat Jelek",1,0,trx promo komplain tuju promo guna pertama tokopedia jelek
Kok lama ya downlod nya,1,0,download
up,1,0,up
Kenapa sekarang sulit didownload,3,0,sulit didownload
Saya tidak tau cara mengambil hadiya saya bisa di bantu,3,0,ambil hadiya bantu
Ok,3,0,
"dari sekian banyk coment netizen yg rugi menDownload apk ini,,jadi gua ga jadi download tokopedia😂😂mending lazada,simple and is the best😎",1,0,sekian banyk coment netizen rugi mendownload aplikasi download tokopedia mending lazada simpel best
"Tim tokopediacare, tidak pernah bisa menyelesaikan masalah, muter sana muter sini jawabanya, tak ada penyelesaian sampai sekarang. masalah saya adalah perbedaan alamat pengiriman yang menggunakan kurir Jne. alamat Invoice sudah benar, tapi alamat yg di input Jne selalu salah, dan selalu nyasar ke Kuta utara, dalung, bali.",3,0,tim tokopediacare selesai putar putar jawabanya selesai beda alamat kirim kurir jne alamat invoice alamat input jne salah sasar kuta utara dalung bal
"Mau verifikasi wajah aja kok ribet banget sih udah berjam jam ,sudah ikuti instruksi masih gak bisa tolong dipermudah",1,0,verifikasi wajah ribet banget jam jam ikut instruksi mudah
"Kalo mau bangkrut, dibangkrutin aja",1,0,bangkrut dibangkrutin
Saya blm ngerti cara ngambil hadiahnya,3,0,erti ambil hadiah
Ok deh...,3,0,
Aplikasi ini tidak enak knp karena saya udah beli benang gelasan layangan padahal saya sudah transfer tetapi tidak ada bukti pembayaran dari tokopedia,1,0,aplikasi enak beli benang gelas layang transfer bukti bayar tokopedia
Toko pedia ok hnya bnyak toko untuk prodk bnyk yn palsu kualitas,2,0,tokopedia toko prodk yn palsu kualitas
"Iklan WIB muncul terus, banyak cashback banyak promo jg, tapi ketika klik promo WIB auto ngelagh banget, gimana mau belanja ,baru buka promo nya aja udah ngelagh , hadeuh payah !!!👎",2,0,iklan wib muncul cashback promo klik promo wib auto ngelagh banget gimana belanja buka promo ngelagh hadeuh payah
bagus,3,0,bagus
Komentarnya tentang toko ini 80% Buruk.. Ogah ah Hps instal lagi.mnding di toko yg lain aj..🙏🙏🙏,1,0,komentar toko buruk ogah hps install mnding toko
"system pembayaran yg berbelit, transfer via bank susah karena pakai bank kaltimtara, gak bisa COD pula.",1,0,sistem bayar belit transfer via bank susah pakai bank kaltimtara cod
"Maaf perlu saya sampaikan bahwa saya ada kendala mengenai pembayaran transaksi, karena tidak punya kartu pembayaran ini kartu itu, saya hanya bisa membayar cash dg cara transfer lewat mbanking, sedangkan fitur Tokopedia tidak difasilitasi, mohon dibantu, makasih",3,0,maaf kendala bayar transaksi kartu bayar kartu bayar cash transfer mbanking fitur tokopedia fasilitas mohon bantu terima kasih
"Apa apaan barang belum sampai ke tangan tpi kok sudah sampai tujuan... memang tdi pas saya buka notif ada tulisan sampai tujuan... trus saya kaget, barang blum sampai tpi kok sudah sampai tujuan, pas saya klik sampai tujuan tiba tiba saya mengklik selesai dgn tak sengaja... Tpi masa ga ada tanggung jawab buat barang kembali... Saya beli pake uang bos bukan pake daun",1,0,barang tangan tuju tdi pas buka notifikasi tulis tuju kaget barang tuju pas klik tuju klik selesai sengaja tanggung barang beli pakai uang bos pakai daun
Baru nyobain klo bagus ntar di tambahin dech,3,0,nyobain bagus sebentar tambah
"Bebas ongkir gimana, malah tbtb di cancel sepihak kesel bgt",1,0,bebas ongkir gimana tbtb cancel kesal banget
penipu lindungan saya pembeli di rugikan parah,1,0,tipu lindung beli rugi parah
bohong,3,0,bohong
sangat memuaskan,1,0,muas
jangan pernah beli sertifikat di sini karna lama turun sertifikat nya,1,0,beli sertifikat turun sertifikat
hallo toko pedia profilnya orange ganteng semoga sukses selalu,2,0,tokopedia profil orange ganteng moga sukses
Makin turun pelayanan nya dan isu isu palsu nya dn saya sll tidak bisa top up emony saya biasa nya bisa dn rayuan rayuan promo percuma langganan tokped sering transaksi tp enggk ada nilai tambahan atau bonusan buat apah giliran iklan nya menggiurkan sangat kecewa saya sebagai pengguna tokped dr dulu tidak ada lagi point terkumpul dn bisa di tukar,1,0,turun layan isu isu palsu top up emony rayu rayu promo langgan tokopedia transaksi enggk nilai tambah bonus apah gilir iklan giur kecewa guna tokopedia point kumpul tukar
Sering error pada saat order dan proses pembayaran.,3,0,error order proses bayar
Belum pernah coba. Kasih 3 bintang dulu.,3,0,coba kasih bintang
untuk pertamakalinya saya kasih bintang 3. Thank you Tokopedia .,3,0,pertamakalinya kasih bintang terima kasih tokopedia
Please lebih di tingkat kan lg....,3,0,plis tingkat
Takes too much storage space,2,0,takes too much storage space
Bintang 1 aja dlu Klo sertifikat gue udah muncul di dashboard baru gue tambahin,1,0,bintang sertifikat muncul dashboard tambah
Yg di beli dak sama di foto sama yg di beli beda saya beli akun free fire kena tipu tolong yg bner aja,1,0,beli foto beli beda beli akun free fire kena tipu
Buat free ongkir dng minimal belanja rp. 0 donk seperti shopee,3,0,free ongkir minimal belanja shopee
"Cara,vote,, dangdut!! Gimana????",3,0,vote dangdut gimana
Ok,3,0,
Baru mendonload mau coba make,3,0,mendonload coba pakai
Kenapa memberi ulasan pelatihan selalu gagal,2,0,ulas latih gagal
"Sangat di rugikan oleh aplikasi ini, saya ikut program prakerja, proses uplod sertifikat lama, karna hal itu saya blm bisa lagi ikut pelatihan. Nyesel bangt beli pelatihan prakerja di tokopedia.",1,0,rugi aplikasi program prakerja proses uplod sertifikat latih sesal banget beli latih prakerja tokopedia
💙💕🌝💏😅💚😋😈👾🙏😭😜☝💌💍💎🌚🌈❤💔💜😊😁😂😃🐶🐩🐱🐭🔰💄👞👟🏠🏡🏣🔝🔙🔛🔜🏠🏡🏢,2,0,
"Bintang satu aja dulu soal nya ngx bisa di jadi kan voucher, nyesel saya dowload nyo.. Asu",1,0,bintang ngx voucher sesal download nyo asu
Saya sdh instal tapi diminta oleh instal terus,3,0,install install
Ada kupon beli pulsa dipotong 15 .000 ku beli pulsa 15.000 batal batal terus oi kalau gk mau kau orang dapat gratis gk usah kau bikin kek gitu,1,0,kupon beli pulsa potong beli pulsa batal batal oi orang gratis
Terimakasih dah boleh gabung tokopedia,3,0,terima kasih gabung tokopedia
Ovo play laternya sudah tdk ada,1,0,ovo play laternya
Lemoooootttttt.. Kebayakan update.. Tambah lemooottt,1,0,lemoooootttttt kebaya update lemooottt
apk yang sangat goblok,1,0,aplikasi goblok
Lumayan dulu ya,3,0,lumayan
ehsh,2,0,ehsh
eeeee RRR Rere e RSS ezezzs re z Dr eess3ers dessert RT rest dd re serta d ss dan sesuai s Tse seperti ez es redeeeeeerrrrerrr eeDr rr re rr44r3 RRR r dare e,3,0,eeeee rrr rere rss ezezzs re eess ers dessert rt rest dd re ss sesuai tse ez es redeeeeeerrrrerrr eedr rr re rr rrr dare
Toko pedia semakin maju ke depan,2,0,tokopedia maju
"C#azan berkumandang,, . 49",2,0,azan kumandang
asu,1,0,asu
Ini aplikasi knpa deh Masa lag terus,1,0,aplikasi lag
Okmi,2,0,okmi
Ok,3,0,
Ini Tokopedia gmana nih katanya promo pas udah bayar kok dibatalin secara sepihak 😤😤😤😤,1,0,tokopedia promo pas bayar batal
NGASIH SARAN MELAPORIN KE TIM TOKO PEDIA DIRESPON JUGA SAMA AJA JAWABAN NYA KAYA GITU GITU AJA POKOKNYA APK TAI INI PENGHAMBAT INSENTIF ORANG AJA GAK GUNA,1,0,saran melaporin tim tokopedia direspon kaya pokok aplikasi tai hambat insentif orang
Nice,3,0,nice
Saya kasih bintang satu karna belum downlod makasih,1,0,kasih bintang download terima kasih
Belum,3,0,
Asu,1,0,asu
"Sudah aktif semua padahal cuman kok gak muncul"" salah dimana ya. Imail sudah sesuai semua.",3,0,aktif muncul salah imail sesuai
Jelek amat,1,0,jelek
"Tokopedia kenapa si? Aku mau buka tokopedia play engga bisa, selalu ada tulisan ""coba lagi"" coba lagi aja mulu ampe ayam bisa beranak. Trus waktu mau konfirmasi nomer hp aku gadapet kode verifikasinya, kudu ngulang mulu. Uda chat di twitter tokopedia care slow respon mulu, akunya chat kapan di bales kapan.",1,0,tokopedia buka tokopedia play tulis coba coba ayam anak konfirmasi nomor hp gadapet kode verifikasi kudu ulang chat twitter tokopedia care slow respon aku chat balas
Lookko,2,0,lookko
"Kenapa semua kupon tidak bisa di pakai? Jelas2 sudah memenuhi s&k tetep aja error, nyesel update malah jadi aneh",2,0,kupon pakai penuh error sesal update aneh
Siap,2,0,
"Jangan mau di bodohin sama aplikasi ini apalagi kalo yg mau beli platfrom prakerja di sini ujung ujung nya kalian bakalan nyesel apalagi kalo soal sertifikat yang lama keluarnya ,, aplikasi terlelet, saya saranin mending beli di bukalapak aja!!",1,0,bodohin aplikasi beli platform prakerja ujung ujung sesal sertifikat keluar aplikasi lelet saran mending beli bukalapak
Kenapa realme c11 tidak bisa di tukar tambah???,1,0,realme tukar
Kenapa gk bisa di buka toko pedia nya Udah di download tapi gk bisa di buka,2,0,buka tokopedia download buka
"Data diri gak aman disini, pindah online shop aja Disarankan untuk menguninstall aplikasi ini / jika belum di install mohon untuk tidak menginstallnya",1,0,data aman pindah online shop saran menguninstall aplikasi install mohon menginstallnya
"Saya seorang yg di karuniai hidup berkelana Remja di Jakarta 9 th sumatra SABANG kembali pulai Jawa sekarang di Papua Harapan punya penghasilan Pasif Maksimal belum gersentuh ,,",3,0,karunia hidup kelana remja jakarta sumatra sabang pulai jawa papua harap hasil pasif maksimal gersentuh
Tampilanya kok sekarang begitu. Intinya ribet,3,0,tampilanya inti ribet
Untuk robux,2,0,robux
"Biaya iklan membingungkan, tidak simple, dan cuma ada 1 opsi. Barang jadi susah laku.",2,0,biaya iklan bingung simpel opsi barang susah laku
"Update nya susah , lama , gabisa bisa -_- pdhl jaringan lancar , astaghfirullah udah berulang ulang ;(( ingin ku berkata kasar , kecewa lagi nih sama toped , soal prakerja yang sertifikat nya sampai sekarang belom ada di dasboard;( pdhl yang pelatihan bareng saya udh pada dapet insentif;((",1,0,update susah jaring lancar astaghfirullah ulang ulang kasar kecewa tokopedia prakerja sertifikat dashboard latih bareng insentif
Bikin yg versi lite dong gratis ongkir klobisa,1,0,versi lite gratis ongkir klobisa
ccccc'cc cruzuuaqqqqq C viewed archaic AAAABAAL d,3,0,ccccc cc cruzuuaqqqqq viewed archaic aaaabaal
Lagunya jelek,1,0,lagu jelek
Mengganggu,1,0,ganggu
"Saya suka Tokopedia, tapi Saya gk suka sama penjual yang lama ngekonfirmasinyaa, padahal si penjual online, Saya pesen barang bersamaan di Tokopedia dan di Shopee, di Shopee langsung dikonfirmasi, tapi Tokopedia belum sampe skrng, pdhl penjualnya online. Saya kecewa banget 🙃",3,0,suka tokopedia suka jual ngekonfirmasinyaa jual online pesan barang sama tokopedia shopee shopee langsung konfirmasi tokopedia jual online kecewa banget
"Saya sdh login n memasukkan email dll,ttpi tak ada kode verifikasi ny tp kl sdh di uninstall mlh br mak kode verifiKasi ny gmn si ni",2,0,login masuk email ttpi kode verifikasi uninstall br mak kode verifikasi
"Sudah berapa bulan ga bisa masuk Tokped via App Android di HP sy, kalo lewat browser bisa minta Update trs padahal sy ikutin tp tetep server/koneksi eror",1,0,masuk tokopedia via aplikasi android hp browser update ikut server koneksi error
"Agak kecewa sama fitur tukar tambah ada kesalahan saat print alamat padahal alamatnya untuk belanja bisa sampai rumah,kurirnya juga males malesan kaya enggk niat",2,0,kecewa fitur tukar salah print alamat alamat belanja rumah kurir malas malesan kaya enggk niat
